journal_name,JCR_abbreviation,ISSN,eISSN,2021_JIF,JIF_quartile,pct_OA_gold,total_articles,subfield
Journal of Web Semantics,J WEB SEMANT,1570-8268,1873-7749,2.77,Q2,15.19%,17,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
Applied Clinical Informatics,APPL CLIN INFORM,1869-0327,1869-0327,2.762,Q3,12.03%,110,MEDICAL INFORMATICS - SCIE
Magnetic Resonance in Medical Sciences,MAGN RESON MED SCI,1347-3182,1880-2206,2.76,Q3,98.53%,37,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Journal of Ambient Intelligence and Smart Environments,J AMB INTEL SMART EN,1876-1364,1876-1372,2.759,Q3,3.57%,26,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
Journal of Ambient Intelligence and Smart Environments,J AMB INTEL SMART EN,1876-1364,1876-1372,2.759,Q3,3.57%,26,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
JOURNAL OF ULTRASOUND IN MEDICINE,J ULTRAS MED,0278-4297,1550-9613,2.754,Q3,4.85%,260,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
MEDICAL DECISION MAKING,MED DECIS MAKING,0272-989X,1552-681X,2.749,Q3,32.77%,115,MEDICAL INFORMATICS - SCIE
JOURNAL OF HEALTH COMMUNICATION,J HEALTH COMMUN,1081-0730,1087-0415,2.742,Q2,4.96%,84,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
SYSTEMS & CONTROL LETTERS,SYST CONTROL LETT,0167-6911,1872-7956,2.742,Q3,5.25%,161,AUTOMATION & CONTROL SYSTEMS - SCIE
Journal of Biological Dynamics,J BIOL DYNAM,1751-3758,1751-3766,2.726,Q2,100%,33,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
SPEECH COMMUNICATION,SPEECH COMMUN,0167-6393,1872-7182,2.723,Q3,13.94%,71,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
Artificial Intelligence and Law,ARTIF INTELL LAW,0924-8463,1572-8382,2.723,Q3,33.80%,21,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
Artificial Intelligence and Law,ARTIF INTELL LAW,0924-8463,1572-8382,2.723,Q3,33.80%,21,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
ACM Transactions on Privacy and Security,ACM T PRIV SECUR,2471-2566,2471-2574,2.717,Q3,0%,31,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
IET Biometrics,IET BIOMETRICS,2047-4938,2047-4946,2.716,Q3,37.59%,50,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
LEARNED PUBLISHING,LEARN PUBL,0953-1513,1741-4857,2.711,Q2,15.65%,47,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
Earth Science Informatics,EARTH SCI INFORM,1865-0473,1865-0481,2.705,Q3,6.35%,162,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
WIRELESS NETWORKS,WIREL NETW,1022-0038,1572-8196,2.701,Q3,3.11%,360,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Japanese Journal of Radiology,JPN J RADIOL,1867-1071,1867-108X,2.701,Q3,16.71%,120,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Electronics,ELECTRONICS-SWITZ,N/A,2079-9292,2.69,Q3,96.07%,"2,933","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
IEEE INTERNET COMPUTING,IEEE INTERNET COMPUT,1089-7801,1941-0131,2.68,Q2,3.20%,50,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
Journal of Artificial Intelligence and Soft Computing Research,J ARTIF INTELL SOFT,2083-2567,2449-6499,2.675,Q3,100%,25,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
IET Control Theory and Applications,IET CONTROL THEORY A,1751-8644,1751-8652,2.67,Q3,19.58%,149,AUTOMATION & CONTROL SYSTEMS - SCIE
Frontiers of Computer Science,FRONT COMPUT SCI-CHI,2095-2228,2095-2236,2.669,Q2,0.39%,69,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Frontiers of Computer Science,FRONT COMPUT SCI-CHI,2095-2228,2095-2236,2.669,Q2,0.39%,69,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
Frontiers of Computer Science,FRONT COMPUT SCI-CHI,2095-2228,2095-2236,2.669,Q2,0.39%,69,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
JOURNAL OF DATABASE MANAGEMENT,J DATABASE MANAGE,1063-8016,1533-8010,2.656,Q2,0%,19,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
JOURNAL OF DATABASE MANAGEMENT,J DATABASE MANAGE,1063-8016,1533-8010,2.656,Q2,0%,19,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
EUROPEAN JOURNAL OF CONTROL,EUR J CONTROL,0947-3580,1435-5671,2.649,Q3,4.86%,140,AUTOMATION & CONTROL SYSTEMS - SCIE
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,0020-7721,1464-5319,2.648,Q2,2.05%,256,AUTOMATION & CONTROL SYSTEMS - SCIE
INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,INT J SYST SCI,0020-7721,1464-5319,2.648,Q2,2.05%,256,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
International Journal for Numerical Methods in Biomedical Engineering,INT J NUMER METH BIO,2040-7939,2040-7947,2.648,Q2,15.14%,105,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
International Journal of Computers Communications & Control,INT J COMPUT COMMUN,1841-9836,1841-9844,2.635,Q3,92.57%,60,AUTOMATION & CONTROL SYSTEMS - SCIE
International Journal of Computers Communications & Control,INT J COMPUT COMMUN,1841-9836,1841-9844,2.635,Q3,92.57%,60,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,MATCH-COMMUN MATH CO,0340-6253,N/A,2.633,Q3,0%,77,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
Universal Access in the Information Society,UNIVERSAL ACCESS INF,1615-5289,1615-5297,2.629,Q3,14.94%,64,"COMPUTER SCIENCE, CYBERNETICS - SCIE"
NEUROIMAGING CLINICS OF NORTH AMERICA,NEUROIMAG CLIN N AM,1052-5149,1557-9867,2.624,Q3,4.86%,59,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Dose-Response,DOSE-RESPONSE,1559-3258,1559-3258,2.623,Q3,97.88%,84,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,2151-8556,2.605,Q2,0%,N/A,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,2151-8556,2.605,Q2,0%,N/A,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,2151-8556,2.605,Q2,0%,N/A,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
IBM JOURNAL OF RESEARCH AND DEVELOPMENT,IBM J RES DEV,0018-8646,2151-8556,2.605,Q2,0%,N/A,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,0942-4962,1432-1882,2.603,Q2,2.13%,131,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,0942-4962,1432-1882,2.603,Q2,2.13%,131,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
IT Professional,IT PROF,1520-9202,1941-045X,2.59,Q2,0%,64,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
IT Professional,IT PROF,1520-9202,1941-045X,2.59,Q2,0%,64,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,1573-7721,2.577,Q2,3.95%,"1,377","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,1573-7721,2.577,Q2,3.95%,"1,377","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,1380-7501,1573-7721,2.577,Q2,3.95%,"1,377","COMPUTER SCIENCE, THEORY & METHODS - SCIE"
Journal of Mechanisms and Robotics-Transactions of the ASME,J MECH ROBOT,1942-4302,1942-4310,2.576,Q3,0.27%,132,ROBOTICS - SCIE
NEURAL PROCESSING LETTERS,NEURAL PROCESS LETT,1370-4621,1573-773X,2.565,Q3,2.56%,284,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,IEEE T COMPUT AID D,0278-0070,1937-4151,2.565,Q3,8.63%,207,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,IEEE T COMPUT AID D,0278-0070,1937-4151,2.565,Q3,8.63%,207,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
ACM Transactions on Sensor Networks,ACM T SENSOR NETWORK,1550-4859,1550-4867,2.56,Q3,0%,25,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,1573-0484,2.557,Q2,4%,628,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
JOURNAL OF SUPERCOMPUTING,J SUPERCOMPUT,0920-8542,1573-0484,2.557,Q2,4%,628,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
International Journal of Multimedia Information Retrieval,INT J MULTIMED INF R,2192-6611,2192-662X,2.553,Q2,14.04%,17,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
International Journal of Multimedia Information Retrieval,INT J MULTIMED INF R,2192-6611,2192-662X,2.553,Q2,14.04%,17,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
Frontiers of Information Technology & Electronic Engineering,FRONT INFORM TECH EL,2095-9184,2095-9230,2.545,Q2,0.52%,104,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Frontiers of Information Technology & Electronic Engineering,FRONT INFORM TECH EL,2095-9184,2095-9230,2.545,Q2,0.52%,104,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
Journal of Simulation,J SIMUL,1747-7778,1747-7786,2.543,Q3,8.33%,39,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE,MAGN RESON MATER PHY,0968-5243,1352-8661,2.533,Q3,40.16%,71,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
KNOWLEDGE AND INFORMATION SYSTEMS,KNOWL INF SYST,0219-1377,0219-3116,2.531,Q3,8.63%,96,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
KNOWLEDGE AND INFORMATION SYSTEMS,KNOWL INF SYST,0219-1377,0219-3116,2.531,Q3,8.63%,96,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
AI MAGAZINE,AI MAG,0738-4602,2371-9621,2.524,Q3,0%,34,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,1389-2576,1573-7632,2.522,Q2,27.54%,22,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
Genetic Programming and Evolvable Machines,GENET PROGRAM EVOL M,1389-2576,1573-7632,2.522,Q2,27.54%,22,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
INFORMATION SOCIETY,INFORM SOC,0197-2243,1087-6537,2.522,Q2,23.81%,17,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
Clinical and Translational Imaging,CLIN TRANSL IMAGING,2281-5872,2281-7565,2.507,Q3,23.81%,9,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,0925-9902,1573-7675,2.504,Q3,17.88%,53,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
JOURNAL OF INTELLIGENT INFORMATION SYSTEMS,J INTELL INF SYST,0925-9902,1573-7675,2.504,Q3,17.88%,53,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
JOURNAL OF CHEMOMETRICS,J CHEMOMETR,0886-9383,1099-128X,2.5,Q3,11.91%,41,AUTOMATION & CONTROL SYSTEMS - SCIE
JOURNAL OF CHEMOMETRICS,J CHEMOMETR,0886-9383,1099-128X,2.5,Q3,11.91%,41,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
STATISTICS IN MEDICINE,STAT MED,0277-6715,1097-0258,2.497,Q3,15.99%,366,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
STATISTICS IN MEDICINE,STAT MED,0277-6715,1097-0258,2.497,Q3,15.99%,366,MEDICAL INFORMATICS - SCIE
STATISTICAL METHODS IN MEDICAL RESEARCH,STAT METHODS MED RES,0962-2802,1477-0334,2.494,Q3,15.68%,179,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
STATISTICAL METHODS IN MEDICAL RESEARCH,STAT METHODS MED RES,0962-2802,1477-0334,2.494,Q3,15.68%,179,MEDICAL INFORMATICS - SCIE
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,AUTON AGENT MULTI-AG,1387-2532,1573-7454,2.475,Q3,29.03%,43,AUTOMATION & CONTROL SYSTEMS - SCIE
AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,AUTON AGENT MULTI-AG,1387-2532,1573-7454,2.475,Q3,29.03%,43,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
Intelligent Service Robotics,INTEL SERV ROBOT,1861-2776,1861-2784,2.468,Q3,7.58%,53,ROBOTICS - SCIE
ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,ACM T MATH SOFTWARE,0098-3500,1557-7295,2.464,Q2,0.82%,38,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
JOURNAL OF INFORMATION SCIENCE,J INF SCI,0165-5515,1741-6485,2.462,Q3,6.48%,120,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
JOURNAL OF INFORMATION SCIENCE,J INF SCI,0165-5515,1741-6485,2.462,Q3,6.48%,120,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
ASIAN JOURNAL OF CONTROL,ASIAN J CONTROL,1561-8625,1934-6093,2.444,Q3,1.13%,278,AUTOMATION & CONTROL SYSTEMS - SCIE
Brachytherapy,BRACHYTHERAPY,1538-4721,1873-1449,2.441,Q3,4.02%,139,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
JOURNAL OF RADIATION RESEARCH,J RADIAT RES,0449-3060,1349-9157,2.438,Q3,98.91%,146,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,INT J GEN SYST,0308-1079,1563-5104,2.435,Q2,1.57%,41,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
International Journal of Information Security,INT J INF SECUR,1615-5262,1615-5270,2.427,Q2,17.86%,44,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
International Journal of Information Security,INT J INF SECUR,1615-5262,1615-5270,2.427,Q2,17.86%,44,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
International Journal of Information Security,INT J INF SECUR,1615-5262,1615-5270,2.427,Q2,17.86%,44,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
Clinical Imaging,CLIN IMAG,0899-7071,1873-4499,2.42,Q3,1.97%,456,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
COMPUTING,COMPUTING,0010-485X,1436-5057,2.42,Q2,11.05%,147,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
PeerJ Computer Science,PEERJ COMPUT SCI,N/A,2376-5992,2.411,Q2,98.74%,451,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
PeerJ Computer Science,PEERJ COMPUT SCI,N/A,2376-5992,2.411,Q2,98.74%,451,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
PeerJ Computer Science,PEERJ COMPUT SCI,N/A,2376-5992,2.411,Q2,98.74%,451,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
Journal of Mathematical Neuroscience,J MATH NEUROSCI,2190-8567,2190-8567,2.407,Q3,100%,11,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
ROBOTICA,ROBOTICA,0263-5747,1469-8668,2.406,Q4,3.61%,140,ROBOTICS - SCIE
INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,INT J TECHNOL ASSESS,0266-4623,1471-6348,2.406,Q4,25.50%,44,MEDICAL INFORMATICS - SCIE
JOURNAL OF THEORETICAL BIOLOGY,J THEOR BIOL,0022-5193,1095-8541,2.405,Q3,12.79%,281,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
Journal of Innovative Optical Health Sciences,J INNOV OPT HEAL SCI,1793-5458,1793-7205,2.396,Q3,99.39%,58,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
ASSEMBLY AUTOMATION,ASSEMBLY AUTOM,0144-5154,1758-4078,2.373,Q3,0.43%,69,AUTOMATION & CONTROL SYSTEMS - SCIE
COMPUTER GRAPHICS FORUM,COMPUT GRAPH FORUM,0167-7055,1467-8659,2.363,Q2,13.22%,223,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
KYBERNETES,KYBERNETES,0368-492X,1758-7883,2.352,Q3,2.09%,244,"COMPUTER SCIENCE, CYBERNETICS - SCIE"
Evolving Systems,EVOL SYST-GER,1868-6478,1868-6486,2.347,Q3,3.13%,68,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
GENETIC EPIDEMIOLOGY,GENET EPIDEMIOL,0741-0395,1098-2272,2.344,Q3,17.77%,39,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
JOURNAL OF EVALUATION IN CLINICAL PRACTICE,J EVAL CLIN PRACT,1356-1294,1365-2753,2.336,Q4,12.85%,89,MEDICAL INFORMATICS - SCIE
JOURNAL OF NEUROIMAGING,J NEUROIMAGING,1051-2284,1552-6569,2.324,Q3,12.03%,113,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
STATISTICS AND COMPUTING,STAT COMPUT,0960-3174,1573-1375,2.324,Q2,36.43%,82,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,J MED LIBR ASSOC,1536-5050,N/A,2.323,Q3,99.05%,68,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING,INT J CARDIOVAS IMAG,1569-5794,1573-0743,2.316,Q3,20.07%,305,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Information Technology & Management,INFORM TECHNOL MANAG,1385-951X,1573-7667,2.31,Q3,8.33%,31,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANAL APPL,1433-7541,1433-755X,2.307,Q3,6.94%,89,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
Cluster Computing-The Journal of Networks Software Tools and Applications,CLUSTER COMPUT,1386-7857,1573-7543,2.303,Q2,1.86%,245,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Cluster Computing-The Journal of Networks Software Tools and Applications,CLUSTER COMPUT,1386-7857,1573-7543,2.303,Q2,1.86%,245,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,J COMPUT INF SCI ENG,1530-9827,1944-7078,2.3,Q3,0%,75,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
Traitement du Signal,TRAIT SIGNAL,0765-0019,1958-5608,2.299,Q3,1.02%,197,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,J EXP THEOR ARTIF IN,0952-813X,1362-3079,2.296,Q3,0.94%,68,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN,ROFO-FORTSCHR RONTG,1438-9029,1438-9010,2.295,Q3,1.80%,62,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Journal of Real-Time Image Processing,J REAL-TIME IMAGE PR,1861-8200,1861-8219,2.293,Q3,7.43%,129,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
REQUIREMENTS ENGINEERING,REQUIR ENG,0947-3602,1432-010X,2.275,Q2,26.03%,21,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
REQUIREMENTS ENGINEERING,REQUIR ENG,0947-3602,1432-010X,2.275,Q2,26.03%,21,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
JOURNAL OF THE ACM,J ACM,0004-5411,1557-735X,2.269,Q2,0%,43,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
JOURNAL OF THE ACM,J ACM,0004-5411,1557-735X,2.269,Q2,0%,43,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
JOURNAL OF THE ACM,J ACM,0004-5411,1557-735X,2.269,Q2,0%,43,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
JOURNAL OF THE ACM,J ACM,0004-5411,1557-735X,2.269,Q2,0%,43,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,J AGR BIOL ENVIR ST,1085-7117,1537-2693,2.267,Q3,25.44%,38,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
International Journal of Computational Intelligence Systems,INT J COMPUT INT SYS,1875-6891,1875-6883,2.259,Q3,89.39%,150,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
International Journal of Computational Intelligence Systems,INT J COMPUT INT SYS,1875-6891,1875-6883,2.259,Q3,89.39%,150,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
ANNALS OF NUCLEAR MEDICINE,ANN NUCL MED,0914-7187,1864-6433,2.258,Q3,14.93%,133,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
COMPUTER,COMPUTER,0018-9162,1558-0814,2.256,Q3,5.70%,128,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
COMPUTER,COMPUTER,0018-9162,1558-0814,2.256,Q3,5.70%,128,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
JOURNAL OF HEURISTICS,J HEURISTICS,1381-1231,1572-9397,2.247,Q2,12.62%,26,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
JOURNAL OF HEURISTICS,J HEURISTICS,1381-1231,1572-9397,2.247,Q2,12.62%,26,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
Journal of Applied Clinical Medical Physics,J APPL CLIN MED PHYS,1526-9914,1526-9914,2.243,Q3,88.93%,314,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,J ORG COMP ELECT COM,1091-9392,1532-7744,2.237,Q3,4.08%,11,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE,J ORG COMP ELECT COM,1091-9392,1532-7744,2.237,Q3,4.08%,11,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
IEEE Design & Test,IEEE DES TEST,2168-2356,2168-2364,2.223,Q3,10.32%,61,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
NUKLEARMEDIZIN-NUCLEAR MEDICINE,NUKLEARMED-NUCL MED,0029-5566,2567-6407,2.221,Q3,0.93%,36,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Software and Systems Modeling,SOFTW SYST MODEL,1619-1366,1619-1374,2.211,Q3,36.04%,92,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,1872-745X,2.205,Q2,11.81%,54,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,1872-745X,2.205,Q2,11.81%,54,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
Journal of Network and Systems Management,J NETW SYST MANAG,1064-7570,1573-7705,2.198,Q3,9.52%,45,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Mathematical Biosciences and Engineering,MATH BIOSCI ENG,1547-1063,1551-0018,2.194,Q3,98.05%,451,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
Information Visualization,INFORM VISUAL,1473-8716,1473-8724,2.174,Q3,11.59%,21,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
JOURNAL OF MOLECULAR MODELING,J MOL MODEL,1610-2940,0948-5023,2.172,Q3,5.05%,353,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
JOURNAL OF MATHEMATICAL BIOLOGY,J MATH BIOL,0303-6812,1432-1416,2.164,Q3,25.67%,139,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
SIAM JOURNAL ON CONTROL AND OPTIMIZATION,SIAM J CONTROL OPTIM,0363-0129,1095-7138,2.163,Q3,0.40%,184,AUTOMATION & CONTROL SYSTEMS - SCIE
International Journal of Applied Mathematics and Computer Science,INT J AP MAT COM-POL,1641-876X,2083-8492,2.157,Q3,35.76%,50,AUTOMATION & CONTROL SYSTEMS - SCIE
International Journal of Applied Mathematics and Computer Science,INT J AP MAT COM-POL,1641-876X,2083-8492,2.157,Q3,35.76%,50,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
COMPUTING IN SCIENCE & ENGINEERING,COMPUT SCI ENG,1521-9615,1558-366X,2.152,Q3,5.88%,64,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
